,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
51,Aufgabe 8.3,"Schreibe den Satz mit den richtigen Fallendungen auf: Die Mutter, Jadwiga Flock, sah Titus als künftig_____ Bauer_____.","1 Punkt für die richtige Antwort: künftigen und Bauern oder Die Mutter, Jadwiga Flock, sah Titus als künftigen Bauern.",1,text,[],16,,
52,Aufgabe 8.4,Schreibe den Satz mit den richtigen Fallendungen auf: Den Hahn des gross_____ Hof_____ nahe beim Dorf sah er schon von weitem.,1 Punkt für die richtige Antwort: grossen und Hof(e)s oder Den Hahn des grossen Hof(e)s nahe beim Dorf sah er schon von weitem.,1,text,[],16,,
53,Aufgabe 8.5,Schreibe den Satz mit den richtigen Fallendungen auf: Trotz der unbestreitbar_____ Gefahr schlief er in den Brombeer_____.,1 Punkt für die richtige Antwort: unbestreitbaren und Brombeeren oder Trotz der unbestreitbaren Gefahr schlief er in den Brombeeren.,1,text,[],16,,
54,Aufgabe 9.1,"Überlege dir, in welcher Zeitform der Satz steht, und bilde die jeweils nächstfolgende (gemäss der angegebenen Abfolge der Zeitformen). Abfolge der Zeitformen: Präsens zu Perfekt zu Präteritum zu Futur zu Plusquamperfekt zu Präsens. Satz: Die Mutter hat den versuchten Diebstahl der Polizei gemeldet. ",1 Punkt für die richtige Antwort im Präteritum: Die Mutter meldete den versuchten Diebstahl der Polizei.,1,text,[],16,,
55,Aufgabe 9.2,"Überlege dir, in welcher Zeitform der Satz steht, und bilde die jeweils nächstfolgende (gemäss der angegebenen Abfolge der Zeitformen). Abfolge der Zeitformen: Präsens zu Perfekt zu Präteritum zu Futur zu Plusquamperfekt zu Präsens. Satz: Dann schlug er auf das Tier ein.",1 Punkt für die richtige Antwort im Futur 1 oder Futur 2: Dann wird er auf das Tier einschlagen / eingeschlagen haben.,1,text,[],16,,
56,Aufgabe 9.3,"Überlege dir, in welcher Zeitform der Satz steht, und bilde die jeweils nächstfolgende (gemäss der angegebenen Abfolge der Zeitformen). Abfolge der Zeitformen: Präsens zu Perfekt zu Präteritum zu Futur zu Plusquamperfekt zu Präsens. Satz: Er wird den Hahn wohl mitnehmen.",1 Punkt für die richtige Antwort im Plusquamperfekt: Er hatte den Hahn wohl mitgenommen.,1,text,[],16,,
57,Aufgabe 9.4,"Überlege dir, in welcher Zeitform der Satz steht, und bilde die jeweils nächstfolgende (gemäss der angegebenen Abfolge der Zeitformen). Abfolge der Zeitformen: Präsens zu Perfekt zu Präteritum zu Futur zu Plusquamperfekt zu Präsens. Satz: Was bewegt ihn dazu, in den Beeren zu schlafen?","1 Punkt für die richtige Antwort im Perfekt: Was hat ihn dazu bewogen, in den Beeren zu schlafen?",1,text,[],16,,
58,Aufgabe 9.5,"Überlege dir, in welcher Zeitform der Satz steht, und bilde die jeweils nächstfolgende (gemäss der angegebenen Abfolge der Zeitformen). Abfolge der Zeitformen: Präsens zu Perfekt zu Präteritum zu Futur zu Plusquamperfekt zu Präsens. Satz: Er war erschrocken.",1 Punkt für die richtige Antwort im Präsens: Er erschrickt.,1,text,[],16,,
59,Aufgabe 10,Welche Ergänzung ist korrekt?,,5,multiplechoice,,16,"[{'text': 'Er hörte, dass alle ______ laut gackerten.', 'options': ['Hahnen', 'Hähne', 'Hähnen'], 'answer': 'Hähne'}, {'text': 'Als der Mann die süßen ______ sprach, erwachte der Junge.', 'options': ['Wörter', 'Worte', 'Worten'], 'answer': 'Worte'}, {'text': '_________ Schlaf war tief.', 'options': [""Titus'"", ""Tituse's"", ""Titus'es""], 'answer': ""Titus'""}, {'text': 'Der Hahn war intelligenter, ______ der Mann gedacht hatte.', 'options': ['so', 'wie', 'als'], 'answer': 'als'}, {'text': 'Der Mann sprach zum Hahn, weil ________________.', 'options': ['er hatte ihn mit seiner Stimme einschläfern wollen', 'er ihn mit seiner Stimme hätte einschläfern wollen', 'er ihn mit seiner Stimme einschläfern gewollt hatte'], 'answer': 'er ihn mit seiner Stimme hätte einschläfern wollen'}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
60,Aufgabe 11.1,Benenne alle Objekte bestimme in welchem Fall diese stehen. Beachte die Reihenfolge der Objekte. Satz: Er wurde der Entwendung des Eigentums angeklagt.,1 Punkt für die richtige Antwort: Genitiv: Er wurde der Entwendung des Eigentums angeklagt,1,text,[],16,,
61,Aufgabe 11.2,Benenne alle Objekte bestimme in welchem Fall diese stehen. Beachte die Reihenfolge der Objekte. Satz: Der Mann übergab Jadwiga Flock den grossen König des Komposts mit einem Lächeln.,"je 1 Punkt für die richtigen Objekte (max 2 Punkte): 1. Objekt: Dativ (Jadwiga Flock), 2. Objekt: Akkusativ (den grossen König des Komposts)",2,text,[],16,,
62,Aufgabe 11.3,Benenne alle Objekte bestimme in welchem Fall diese stehen. Beachte die Reihenfolge der Objekte. Satz: Scheune und Stall des Hofes schenkte er keine Beachtung.,"je 1 Punkt für die richtigen Objekte (max 2 Punkte): 1. Objekt: Dativ (Scheune und Stall des Hofes), 2. Objekt: Akkusativ (keine Beachtung)",2,text,[],16,,
63,Aufgabe 12,"Bestimme die Wortart der markierten Wörter, indem du pro Zeile genau ein Kreuz setzt.",,5,multiplechoice,,16,"[{'text': 'träumend', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Verb'}, {'text': 'in', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Präposition'}, {'text': 'nichts', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Pronomen'}, {'text': 'und', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Konjunktion'}, {'text': 'dann', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'übrige Partikeln'}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
64,Aufgabe 13,Bilde zum Nomen ein Verb aus derselben Wortfamilie. (5 Punkte),,5,directWordMatch,,16,"[{'leftCol': 'die Sicht', 'rightCol': '__________', 'answer': ['sehen', 'sichten']}, {'leftCol': 'der Hals', 'rightCol': '__________', 'answer': ['halsen', 'aufhalsen', 'umhalsen']}, {'leftCol': 'die Ecke', 'rightCol': '__________', 'answer': ['anecken']}, {'leftCol': 'das Jahr', 'rightCol': '__________', 'answer': ['jähren', 'verjähren']}, {'leftCol': 'die Geste', 'rightCol': '__________', 'answer': ['gestikulieren']}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
65,Aufgabe 14,Kopiere den Satz und füge die fehlenden 5 Kommas ein: Die Redewendung Hahn im Korb bezieht sich auf geflochtene Bastkäfige in denen das Geflügel früher auf den Markt getragen wurde. Es waren nicht nur Hennen im Korb   sondern hin und wieder auch ein Hahn. Der musste in seinem Korb voller Hennen keine Konkurrenz anderer Hähne fürchten so wie dies oft auf dem Bauernhof vorkam. Er war also Hahn im Korb. Sein Name leitet sich übrigens von «han(o)» ab einem althochdeutschen Wort das wohl ursprünglich die Bedeutung von singen oder Sänger hat und mit dem französischen Chanson verwandt ist,"je 1 Punkt für die richtigen Kommas (max 5 Punkte): Die Redewendung Hahn im Korb bezieht sich auf geflochtene Bastkäfige, in denen das Geflügel früher auf den Markt getragen wurde. Es waren nicht nur Hennen im Korb,   sondern hin und wieder auch ein Hahn. Der musste in seinem Korb voller Hennen keine Konkurrenz anderer Hähne fürchten, so wie dies oft auf dem Bauernhof vorkam. Er war also Hahn im Korb. Sein Name leitet sich übrigens von «han(o)» ab, einem althochdeutschen Wort, das wohl ursprünglich die Bedeutung von singen oder Sänger hat und mit dem französischen Chanson verwandt ist",5,text,[],16,,
66,Aufgabe 1,Wer ist gemeint? Beantworte die Fragen gemäss den Informationen aus der Geschichte «Eine grössere Anschaffung». Ordne dabei die vier Figuren der jeweils korrekten Frage aus der unteren Tabelle zu. (4 Punkte),,4,multiplechoice,,15,"[{'text': 'Wer wurde Mutter von Zwillingen, während sie mit der Lokomotive ins Krankenhaus gefahren wurde? ', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'keine'}, {'text': 'Wer hat wohl eine Lokomotive gestohlen? ', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'Verkäufer der Lokomotive'}, {'text': 'Wer kann gut nein sagen? ', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'keine'}, {'text': 'Wer tätigt die im Titel erwähnte grössere Anschaffung?', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'Erzähler'}, {'text': 'Welche der Figuren ist vom Erzähler nur erfunden? ', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'benachbarte Bäuerin'}, {'text': 'Wer ist angeblich ein Kognakexperte?', 'options': ['Erzähler', 'Vetter des Erzählers', 'Verkäufer der Lokomotive', 'benachbarte Bäuerin', 'keine'], 'answer': 'Vetter des Erzählers'}]","[{'min': 6, 'max': 6, 'points': 4}, {'min': 5, 'max': 5, 'points': 3}, {'min': 4, 'max': 4, 'points': 2}, {'min': 3, 'max': 3, 'points': 1}, {'min': 0, 'max': 2, 'points': 1}]"
67,Aufgabe 2,Welche vier der folgenden Adjektive passen am besten zum Verkäufer? Nenne genau 4: alkoholsüchtig / altklug / dreist / eingebildet / einsilbig / feinschmeckerisch / gefährlich / geschäftstüchtig / gutgläubig / kriminell / klug / indiskret / besserwisserisch / dubios / unausstehlich / verlegen,"1 Punkt je für die Adjektive: dreist, geschäftstüchtig, kriminell und dubios",4,text,[],15,,
68,Aufgabe 3.1,Welches Wort aus dem Text (Z.1–45) bringt die in den folgenden Teilaufgaben formulierte Deutung am besten zum Ausdruck? Notiere nur ein Wort! Der Verkäufer sieht gar nicht zwielichtig aus.,1 Punkt für gewöhnlich oder gewöhnlichen,1,text,[],15,,
69,Aufgabe 3.2,"Der Verkäufer achtet darauf, dass ihn nicht alle Wirtshausgäste hören können. ",1 Punkt für gedämpft oder vertraulich oder gedämpft-vertraulich,1,text,[],15,,
70,Aufgabe 3.3,"Der Erzähler fragt bewusst nach technischen Details der Lokomotive wie Typ, Baujahr und Kolbenweite. ",1 Punkt für Experte(n) / Anschein / Eindruck / erkundigt,1,text,[],15,,
71,Aufgabe 3.4,Der Erzähler ist ein eher naiver Typ.,arglos,1,text,[],15,,
72,Aufgabe 3.5,Der Erzähler mag seinen Vetter überhaupt nicht.,1 Punkt für unausstehlich oder unausstehlicher,1,text,[],15,,
73,Aufgabe 4,"Kreuze an, ob die folgenden Aussagen richtig oder falsch sind oder ob keine Angabe möglich ist. (6 Punkte; Abzug, wenn mehr als sechs Kreuze) ",,6,multiplechoice,,15,"[{'text': 'Die schnelle Lieferung der Lokomotive macht den Erzähler misstrauisch. ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Der Erzähler verschweigt seinem Vetter, dass ihm der Kognak nicht schmecke. ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Der Erzähler bekommt die Lokomotive zu einem günstigeren Preis, weil sie bereits gebraucht ist.  ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Der Ballon des Erzählers war wegen eines spitzen Gegenstandes in der Garage geplatzt. ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'keine Angabe möglich'}, {'text': 'Die Eltern des Erzählers sind beide Einzelkinder. ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Der Erzähler erkennt erst durch einen Zeitungsartikel, dass der Verkäufer wohl ein Verbrecher ist. ', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
74,Aufgabe 5.1,"Der Vetter des Erzählers ist ein Besserwisser («weiss alles, bevor man es ihm erzählt, weiss es besser und kann alles erklären»). (vgl. Z.43-44) Notiere eine weitere Textstelle und erkläre, wie zum Ausdruck kommt, dass er ein Besserwisser ist.","Bewertung: 2 Punkte für Antworten wie: «Welkendes Kartoffelkraut» (Z.49) – Der Vetter erklärt die vom Erzähler erwähnten «herlichen Herbstdufte», noch bevor Letzterer den Satz beenden kann. / Der Vetter zerstört die positive Wahrnehmung des Erzählers. Oder: «Er sagte, der Kognak habe [...] grosse Preise [...] erhalten, und sei daher gut.» (Z.53-57) - Für den Vetter ist nicht der eigene Geschmack, sondern der Fakt» der Auszeichnung massgeblich. ",2,text,[],15,,
75,Aufgabe 5.2,"Warum erfindet der Erzähler wohl die Geschichte mit der schwangeren Bäuerin? Nenne zwei mögliche, also mit dem Text erklärbare Gründe. (vgl. Z.67-76)","Bewertung: 2 Punkte für Antworten wie: Er ist fantasievoll / hat Freude am Fantasieren / am «Ausschmücken der Wirklichkeit» / er funkert gern. - Er möchte sich an seinem Vetter für dessen Besserwisserei rächen («Fürs Erste liess ich das so stehen...», Z.50-51). - Der Erzähler will seinen Vetter verunsichern. - Er will den Kauf rechtfertigen. - Er möchte besser dastehen, als er tatsächlich ist. - Er will nicht, dass der Vetter bei ihm übernachtet. ",2,text,[],15,,
76,Aufgabe 5.3,Inwiefern ändert der Vetter nach der Entdeckung der Lokomotive seine Pläne?,"Bewertung: 1 Punkt für Antworten wie: Er hat zuerst beim Erzähler übernachten wollen (vgl. Z.59), geht dann aber doch heim. ",1,text,[],15,,
77,Aufgabe 5.4,"Am Textende heisst es, der Erzähler habe seinen Vetter nach diesem Ereignis nicht mehr gesehen (Z.80-81). Nenne einen möglichen Grund für den Abbruch dieser Beziehung.","1 Punkt für einen der 4 möglichen Gründe: Der Vetter wird als Mensch beschrieben, der wenig Wert auf Emotionen legt und nur Tatsachen gelten lässt. (Z.40-42) / Er kann die nutzlose / absurde Anschaffung des Erzählers nicht nachvollziehen. / Er denkt wohl, dass dieser verrückt geworden sei. / Er will mit einem solchen Menschen nichts mehr zu tun haben. Gleichwertige Lösungen sind zu tolerieren. Orthografie- und Grammatikfehler führen nicht zum Punktabzug.",1,text,[],15,,
78,Aufgabe 5.5,"Der Text endet mit einer Pointe, also mit einer Art Witz. Erkläre die Pointe in eigenen Worten.","Aspekt 1: Der Erzähler betont die Absurdität eines möglichen Kran-Kaufes (Z.93-94). / Aspekt 2: Dass es vorher aber offenbar weniger absurd fand, eine Lokomotive zu kaufen, ist überraschend und amüsant. Bewertung: Pro Aspekt ein Punkt. Gleichwertige Lösungen sind zu tolerieren. Orthografie- und Grammatikfehler führen nicht zum Punktabzug.",2,text,[],15,,
79,Aufgabe 6,Vervollständige die folgenden Sätze unter Verwendung von Modalverben. Achtung: Jedes Modalverb muss genau zum Inhalt der Geschichte «Eine grössere Anschaffung» passen und darf nur einmal verwendet werden. Die Formen müssen grammatikalisch stimmen. Achte auf die Rechtschreibung! (5 Punkte),,5,directWordMatch,,15,"[{'leftCol': '6.1', 'rightCol': 'Der Verkäufer __________ dem Erzähler Auskunft über die Lokomotive geben und ihm Ansichten zeigen, um diesen vom Kauf der Lokomotive zu überzeugen.', 'answer': ['muss', 'musste'], 'isExample': 0}, {'leftCol': '6.2', 'rightCol': 'Es wird klar, dass sich die beiden Vettern gar nicht gut leiden  __________ .', 'answer': ['können', 'konnten'], 'isExample': 0}, {'leftCol': '6.3', 'rightCol': 'Der Vetter fragt den Erzähler nicht, ob er bei ihm übernachten __________, sondern lädt sich einfach selbst ein. ', 'answer': ['dürfe', 'darf'], 'isExample': 0}, {'leftCol': '6.4', 'rightCol': 'Nach diesem Abend __________ der Vetter nichts mehr mit dem Erzähler zu tun haben.', 'answer': ['will', 'wollte', 'mag', 'möchte', 'mochte'], 'isExample': 0}, {'leftCol': '6.5', 'rightCol': 'Der Erzähler __________ sich bei seiner zweiten Begegnung mit dem Verkäufer im Dorfgasthaus nicht nochmals betrügen lassen. ', 'answer': ['will', 'wollte', 'mag', 'möchte', 'mochte'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
80,Aufgabe 7.1,Setze die Wörter / Wortgruppen in Klammern in den jeweils korrekten Fall. Ein Mann von (gewöhnliches Aussehen) setzt sich eines Abends im Dorfwirtshaus neben den Erzähler.,1 Punkt für die richtige Antwort: gewöhnlichem Aussehen,1,text,[],15,,
81,Aufgabe 7.2,"Setze die Wörter / Wortgruppen in Klammern in den jeweils korrekten Fall. Der Erzähler will nicht (der Katalogpreis) zahlen, weil die Lokomotive gebraucht ist.",1 Punkt für die richtige Antwort: den Katalogpreis,1,text,[],15,,
82,Aufgabe 7.3,"Setze die Wörter / Wortgruppen in Klammern in den jeweils korrekten Fall. Das Haus, (die Türen) zu klein sind, eignet sich nicht als Abstellplatz für die Lokomotive.",1 Punkt für die richtige Antwort: dessen Türen,1,text,[],15,,
83,Aufgabe 7.4,Setze die Wörter / Wortgruppen in Klammern in den jeweils korrekten Fall. (Sein Vetter) sieht der frischgebackene Lokbesitzer nie mehr.,1 Punkt für die richtige Antwort: Seinen Vetter,1,text,[],15,,
84,Aufgabe 7.5,"Setze die Wörter / Wortgruppen in Klammern in den jeweils korrekten Fall. Der Erzähler begegnet dem Verkäufer der Lokomotive beim zweiten Mal im Dorfwirtshaus distanziert, weil der Erzähler (er) als (ein Betrüger) entlarvt hat.",1 Punkt für die richtige Antwort: ihn und 1 Punkt für die richte Antwort: einen Betrüger,2,text,[],15,,
85,Aufgabe 8.1,Setze den folgenden Satz ins Präteritum. Achte auf die Rechtschreibung! Der Erzähler hat sich eine Lokomotive angeschafft.,1 Punkt für die richtige Antwort: 'Der Erzähler schaffte sich eine Lokomotive an.',1,text,[],15,,
86,Aufgabe 8.2,Setze den folgenden Satz ins Präteritum. Achte auf die Rechtschreibung! Für den Vetter gelten nur Tatsachen.,1 Punkt für die richtige Antwort: 'Für den Vetter galten nur Tatsachen.',1,text,[],15,,
87,Aufgabe 8.3,Setze den folgenden Satz ins Präteritum. Achte auf die Rechtschreibung! Der Vetter hat seine Irritation über die Lokomotive in der Garage des Erzählers kein bisschen verborgen.,1 Punkt für die richtige Antwort: 'Der Vetter verbarg seine Irritation über die Lokomotive in der Garage des Erzählers kein bisschen.',1,text,[],15,,
